Public Food Key,Food Profile ID,Derivation,Name,Description,Scientific Name,Sampling details,Classification ID,"Energy, with dietary fibre (in kJ)","Energy, without dietary fibre (in kJ)",Moisture (water) (in g),Protein (in g),Nitrogen (in g),Total Fat (in g),Ash (in g),Total dietary fibre (in g),Alcohol (in g),Fructose (in g),Glucose (in g),Sucrose (in g),Maltose (in g),Lactose (in g),Galactose (in g),Maltotriose (in g),Total sugars (in g),Added sugars (in g),Free sugars (in g),Starch (in g),Dextrin (in g),Glycerol (in g),Glycogen (in g),Inulin (in g),Mannitol (in g),Maltodextrin (in g),Oligosaccharides (in g),Raffinose (in g),Stachyose (in g),Sorbitol (in g),Resistant starch (in g),"Available carbohydrate, without sugar alcohols (in g)","Available carbohydrate, with sugar alcohols (in g)",Acetic acid (in g),Citric acid (in g),Fumaric acid (in g),Lactic acid (in g),Malic acid (in g),Oxalic acid (in g),Propionic acid (in g),Quinic acid (in g),Succinic acid (in g),Tartaric acid (in g),Aluminium (Al) (in ug),Antimony (Sb) (in ug),Arsenic (As) (in ug),Cadmium (Cd) (in ug),Calcium (Ca) (in mg),Chromium (Cr) (in ug),Chloride (Cl) (in mg),Cobalt (Co) (in ug),Copper (Cu) (in mg),Fluoride (F) (in ug),Iodine (I) (in ug),Iron (Fe) (in mg),Lead (Pb) (in ug),Magnesium (Mg) (in mg),Manganese (Mn) (in mg),Mercury (Hg) (in ug),Molybdenum (Mo) (in ug),Nickel (Ni) (in ug),Phosphorus (P) (in mg),Potassium (K) (in mg),Selenium (Se) (in ug),Sodium (Na) (in mg),Sulphur (S) (in mg),Tin (Sn) (in ug),Zinc (Zn) (in mg),Retinol (preformed vitamin A) (in ug),Alpha-carotene (in ug),Beta-carotene (in ug),Cryptoxanthin (in ug),Beta-carotene equivalents (provitamin A) (in ug),Vitamin A retinol equivalents (in ug),Lutein (in ug),Lycopene (in ug),Xanthophyl (in ug),Thiamin (B1) (in mg),Riboflavin (B2) (in mg),Niacin (B3) (in mg),Niacin derived from tryptophan (in mg),Niacin derived equivalents (in mg),Pantothenic acid (B5) (in mg),Pyridoxine (B6) (in mg),Biotin (B7) (in ug),Cobalamin (B12) (in ug),"Folate, natural (in ug)",Folic acid (in ug),Total folates (in ug),Dietary folate equivalents (in ug),Vitamin C (in mg),Cholecalciferol (D3) (in ug),Ergocalciferol (D2) (in ug),25-hydroxy cholecalciferol (25-OH D3 (in ug),25-hydroxy ergocalciferol (25-OH D2) (in ug),Vitamin D3 equivalents (in ug),Alpha tocopherol (in mg),Alpha tocotrienol (in mg),Beta tocopherol (in mg),Beta tocotrienol (in mg),Delta tocopherol (in mg),Delta tocotrienol (in mg),Gamma tocopherol (in mg),Gamma tocotrienol (in mg),Vitamin E (in mg),C4 (in %),C4 (in g),C6 (in %),C6 (in g),C8 (in %),C8 (in g),C10 (in %),C10 (in g),C11 (in %),C11 (in g),C12 (in %),C12 (in g),C13 (in %),C13 (in g),C14 (in %),C14 (in g),C15 (in %),C15 (in g),C16 (in %),C16 (in g),C17 (in %),C17 (in g),C18 (in %),C18 (in g),C19 (in %),C19 (in g),C20 (in %),C20 (in g),C21 (in %),C21 (in g),C22 (in %),C22 (in g),C23 (in %),C23 (in g),C24 (in %),C24 (in g),Total saturated fatty acids (in %),Total saturated fatty acids (in g),C12:1 (in %),C12:1 (in g),C14:1 (in %),C14:1 (in g),C15:1 (in %),C15:1 (in g),C16:1 (in %),C16:1 (in g),C17:1 (in %),C17:1 (in g),C18:1 (in %),C18:1 (in g),C20:1 (in %),C20:1 (in g),C22:1 (in %),C22:1 (in g),C24:1 (in %),C24:1 (in g),Total monounsaturated fatty acids (in %),Total monounsaturated fatty acids (in g),C16:2w4 (in %),C16:2w4 (in mg),C16:3 (in %),C16:3 (in g),C18:2w6 (in %),C18:2w6 (in g),C18:3w3 (in %),C18:3w3 (in g),C18:3w4 (in %),C18:3w4 (in g),C18:3w6 (in %),C18:3w6 (in mg),C18:4w1 (in %),C18:4w1 (in g),C18:4w3 (in %),C18:4w3 (in mg),C20:2w6 (in %),C20:2w6 (in mg),C20:3w3 (in %),C20:3w3 (in mg),C20:3w6 (in %),C20:3w6 (in mg),C20:4w3 (in %),C20:4w3 (in mg),C20:4w6 (in %),C20:4w6 (in mg),C20:5w3 (in %),C20:5w3 (in mg),C22:2w6 (in %),C22:2w6 (in mg),C22:4w6 (in %),C22:4w6 (in mg),C22:5w3 (in %),C22:5w3 (in mg),C22:5w6 (in %),C22:5w6 (in g),C22:6w3 (in %),C22:6w3 (in mg),Other polyunsaturated fatty acids (in %),Other polyunsaturated fatty acids (in g),Total polyunsaturated fatty acids (in %),Total polyunsaturated fatty acids (in g),Total long chain omega 3 fatty acids (in %),Total long chain omega 3 fatty acids (in mg),Total undifferentiated fatty acids (in %),Total undifferentiated fatty acids (in mg),Total trans fatty acids (in %),Total trans fatty acids (in mg),Caffeine (in mg),Cholesterol (in mg),Tryptophan (in mg/g N),Tryptophan (in mg),Alanine (in mg/g N),Alanine (in mg),Arginine (in mg/g N),Arginine (in mg),Aspartic acid (in mg/g N),Aspartic acid (in mg),Cystine plus cysteine (in mg/g N),Cystine plus cysteine (in mg),Glutamic acid (in mg/g N),Glutamic acid (in mg),Glycine (in mg/g N),Glycine (in mg),Histidine (in mg/g N),Histidine (in mg),Isoleucine (in mg/g N),Isoleucine (in mg),Leucine (in mg/g N),Leucine (in mg),Lysine (in mg/g N),Lysine (in mg),Methionine (in mg/g N),Methionine (in mg),Phenylalanine (in mg/g N),Phenylalanine (in mg),Proline (in mg/g N),Proline (in mg),Serine (in mg/g N),Serine (in mg),Threonine (in mg/g N),Threonine (in mg),Tyrosine (in mg/g N),Tyrosine (in mg),Valine (in mg/g N),Valine (in mg),Product ID,Category ID,Health Star Rating
F003300,8102,Recipe,"Crocodile, cooked, no added fat","Flesh from a crocodile, cooked with no added fat.",Crocodylus spp.,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,34101,748,748,60.2,37.1,5.93,3.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,10,,,,,,0.0,0.24,,32,,,,,251,493,18.3,81,,,2.17,32,,0,,0,32,,,,0.099,0.071,10.53,7.973000000000001,18.5,,0.57,,0.7,11,0,11,11,0,0.3,0,0.8,0,4.05,0.6,,,,,,,,0.57,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.01,,0.0,,0.62,,0.0,,0.29,,,,0.0,,,,0.0,,,,0.0,,0.93,,,,0.0,,,,0.13,,0.05,,1.02,,0.02,,0.0,,0.0,,1.22,,,,,,0.38,,0.02,,,,0.0,,,,,,7.48,,0.0,,11.6,,,,173.58,,10.38,,0.0,,44.43,,31.6,,,,79.08,,,,0.75,,121.066,,,,13.63,0,117,,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F004790,8105,Analysed,"Kangaroo, rump, raw","Uncooked flesh from the rump portion of an adult kangaroo, with all skin removed.",Macropus spp.,"The majority of nutrient data were derived from a composite of 10 samples of raw kangaroo rump supplied by two producers (5 each x Macro meats, SA and Southern Game Meat, NSW) in 1996. Moisture and iodine were derived from 6 samples of raw kangaroo steak (3x Macro Meats, 2x unbranded and 1x Red gum commodities) purchased in Melbourne in 2005. Fat and fatty acids were derived from 20 individual samples of raw kangaroo rump provided by 2 suppliers in QLD and SA (Beilken and Tume, 2008). Beta-carotene and folate were imputed from kangaroo rump. Vitamin C was imputed from diced beef. Vitamin D was based on pooled data for other meats analysed in 2015/16. Proximates (alcohol, fibre, sugar), folic acid and caffeine were imputed zero.",18201,373,373,75.5,20.3,3.25,0.8,1.2,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,3,,70.0,,0.14,0.0,0.0,2.3,,24,0.0,,,,220,320,20.0,47,,,2.3,18,,8,,8,19,,,,0.18,0.44,3.5,2.822,6.32,0.52,0.78,,2.0,0,0,0,0,0,0.2,0,0.4,0,2.38,0.8,,,,,,,,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,0.01,0.8,0.01,16.8,0.12,1.2,0.01,12.1,0.08,,,0.1,0.0,,,0.0,0.0,,,0.0,0.0,32.12,0.22,,,0.0,0.0,,,2.3,0.02,1.6,0.01,27.5,0.19,0.2,0.0,0.0,0.0,0.0,0.0,31.58,0.22,,,,,15.9,0.11,4.0,0.03,,,0.0,0.0,,,,,0.2,1.2,0.0,0.0,0.8,5.84,,,8.2,56.68,2.3,15.8,0.0,0.0,0.3,2.23,2.8,19.58,,,0.6,4.12,,,35.28,0.24,5.75,39.503,,,1.6,10.99,0,57,51.0,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F004789,8106,Analysed,"Kangaroo, rump, baked, no added fat","Flesh from the rump portion of kangaroo, with all skin removed. Baked with no added fat.",Macropus spp.,"The majority of nutrient data were derived from a composite of 10 samples of kangaroo rump supplied by 2 producers (5 each x Macro meats, SA and Southern Game Meat, NSW) in 1996. Trans fat and vitamins (folate, beta-carotene, retinol) were estimated from raw kangaroo rump. Tryptophan was imputed from beef. Vitamin D was based on pooled data for other meats analysed in 2015/16. Alcohol, folic acid, I and caffeine were imputed zero.",18201,669,669,60.8,33.9,5.42,2.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,4,,90.0,,0.25,0.0,0.0,4.2,,29,0.0,,,,270,370,30.0,51,,,4.0,16,0.0,12,0.0,12,18,,,,0.15,0.69,4.4,4.658,9.07,0.44,0.55,,2.4,0,0,0,0,0,0.2,0,0.1,0,0.85,1.7,,,,,,,,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.1,0.0,,,1.4,0.03,1.3,0.03,21.6,0.5,1.6,0.04,14.6,0.33,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,40.6,0.93,,,0.3,0.01,,,1.6,0.04,,,41.0,0.94,0.2,0.0,0.0,0.0,0.0,0.0,43.1,0.99,,,,,8.5,0.2,3.0,0.07,,,0.1,2.29,,,,,0.0,0.0,0.0,0.0,0.4,9.16,,,2.3,52.67,1.0,22.9,,,0.1,2.29,0.9,20.61,,,0.2,4.58,,,16.5,0.38,2.1,48.09,,,1.6,36.64,0,75,51.0,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F004787,8107,Analysed,"Kangaroo, loin fillet, raw","Uncooked flesh from the loin region of kangaroo, with all skin removed.",Macropus spp.,"The majority of nutrient data were derived from a composite of 20 samples of raw kangaroo loin fillet supplied by 2 producers (10 each x Macro meats, SA and Southern Game Meat, NSW) in 1996. Moisture and iodine were derived from 6 samples of raw kangaroo steak (3x Macro Meats, 2x unbranded and 1x Red gum commodities) purchased in Melbourne in 2005. Fat and fatty acids were derived from 20 individual samples of raw kangaroo loin fillet provided by 2 suppliers in QLD and SA (Beilken and Tume, 2008). Beta-carotene was imputed from kangaroo rump. Folate was imputed from raw kangaroo loin. Vitamin C was imputed from beef. Vitamin D was based on pooled data for other meats analysed in 2015/16. Proximates (alcohol, fibre, sugar), folic acid and caffeine were imputed zero.",18201,397,397,75.4,21.4,3.42,0.9,1.1,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,3,,60.0,,0.17,0.0,0.0,3.4,,26,0.0,,,,220,350,20.0,40,,,2.3,8,,8,,8,9,,,,0.22,0.41,4.2,2.975,7.17,0.55,0.86,,1.9,0,0,0,0,0,0.2,0,0.4,0,2.38,0.7,,,,,,,,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.7,0.01,0.8,0.01,16.0,0.13,1.2,0.01,12.8,0.11,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,31.48,0.26,,,0.0,0.0,,,2.0,0.02,1.6,0.01,27.6,0.23,0.2,0.0,0.0,0.0,0.0,0.0,31.32,0.26,,,,,16.3,0.14,5.5,0.04,,,0.0,0.21,,,,,0.2,1.65,0.1,1.03,1.1,9.28,,,6.9,57.09,2.5,20.82,0.0,0.0,0.4,3.09,2.9,23.91,,,0.6,5.15,,,36.65,0.3,6.05,49.876999999999995,,,1.7,14.02,0,65,51.0,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F004786,8108,Analysed,"Kangaroo, loin fillet, grilled, no added fat","Flesh from the loin portion of kangaroo, with all skin removed. Baked with no added fat.",Macropus spp.,"The majority of nutrient data were derived from a composite of 20 samples of kangaroo loin fillet supplied by 2 producers (10 each x Macro meats, SA and Southern Game Meat, NSW) in 1996. Se and Zn were derived from 24 samples purchased nationally in 1994 . Moisture and minerals (I, Fe, Zn) were derived from 6 kangaroo steaks (3x Macro Meats, 2x unbranded and 1x Red gum Commodities) purchased in Melbourne in 2005. Retinol was imputed from kangaroo rump. Folate was imputed from the AUSNUT 2007 profile for kangaroo loin. Vitamin D was based on pooled data for other meats analysed in 2015/16. Alcohol, caffeine and folic acid were imputed zero.",18201,566,566,66.8,30.7,4.91,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,4,,70.0,,0.24,0.0,0.0,4.1,,30,0.0,,,,280,390,20.0,44,,,3.05,7,0.0,12,,12,9,,,,0.23,0.66,4.8,4.25,9.06,0.58,0.8,,2.5,0,0,0,0,0,0.2,0,0.1,0,0.85,1.6,,,,,,,,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,0.0,,,1.1,0.01,1.3,0.01,18.7,0.21,1.4,0.02,11.8,0.13,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,34.5,0.38,,,0.2,0.0,,,1.1,0.01,,,31.2,0.34,0.2,0.0,0.0,0.0,0.0,0.0,32.7,0.36,,,,,16.1,0.18,5.5,0.06,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,10.99,,,6.2,68.15,2.1,23.08,,,0.1,1.1,1.8,19.79,,,0.5,5.5,,,33.3,0.36,4.4,48.365,,,1.7,18.69,0,71,51.0,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F004793,8109,Analysed,"Kangaroo, tail, raw","Uncooked flesh from the tail portion of an adult small red kangaroo, with all skin removed.",,"The majority of nutrient data were derived from a composite of 6 samples of raw small red kangaroo tails purchased from a SA game meat supplier in 2012. Vitamin D was based on pooled data for other meats analysed in 2015/16. Alcohol, caffeine and folic acid were imputed zero.",18201,381,381,77.5,20.0,3.2,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,13,,,,0.083,,2.5,1.7,,15,,,,,120,210,14.0,140,,,5.6,11,0.0,0,0.0,0,11,,,,0.04,0.05,2.3,3.876,6.18,,0.37,,0.9,147,0,147,147,0,0.2,0,0.4,0,2.38,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.3,0.0,,,1.6,0.02,1.3,0.01,16.1,0.16,1.1,0.01,8.1,0.08,,,0.3,0.0,,,0.1,0.0,,,0.0,0.0,28.9,0.29,,,0.3,0.0,,,7.8,0.08,0.6,0.01,45.0,0.45,0.2,0.0,0.0,0.0,0.0,0.0,53.9,0.54,,,,,5.2,0.05,2.6,0.03,,,0.0,0.0,,,,,0.1,1.01,0.0,0.0,0.3,3.02,,,1.7,17.13,0.7,7.05,0.0,0.0,0.2,2.02,1.1,11.08,,,0.3,3.02,,,12.2,0.12,2.1,21.16,,,5.4,54.41,0,120,71.0,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F004792,8110,Recipe,"Kangaroo, tail, cooked, no added fat","Flesh from the tail portion of an adult small red kangaroo, with all skin removed. Cooked with no added fat.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18201,464,464,72.6,24.4,3.9,1.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,14,,,,0.10099999999999999,,2.3,2.07,,16,,,,,124,205,17.1,145,,,6.83,10,0.0,0,0.0,0,10,,,,0.027000000000000003,0.057999999999999996,2.1,4.726,6.83,,0.23,,0.9,170,0,170,170,0,0.3,0,0.5,0,2.61,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.02,,0.02,,0.2,,0.01,,0.1,,,,0.0,,,,0.0,,,,0.0,,0.36,,,,0.0,,,,0.1,,0.01,,0.55,,0.0,,0.0,,0.0,,0.66,,,,,,0.06,,0.03,,,,0.0,,,,,,1.23,,0.0,,3.69,,,,20.89,,8.6,,0.0,,2.46,,13.52,,,,3.69,,,,0.15,,25.805,,,,66.35,0,146,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F002709,8586,Analysed,"Chicken, liver, raw",Raw liver of chicken trimmed of external fat and large vessels.,Gallus gallus,"Moisture and the majority of vitamins and minerals were derived from 8 unbranded samples of raw chicken liver purchased in Melbourne in 2005. Remaining proximates, vitamins (B1, B2, B3, B6, B12, C, cryptoxanthin, beta-carotene, gamma-tocopherol), Se and fatty acids were borrowed from the USDA SR28, 05027 - Chicken, liver, all classes, raw. Alpha-tocopherol was imputed from pork liver. Alcohol, caffeine and folic acid were imputed zero.",18401,466,466,75.3,16.9,2.71,4.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,4,,,,0.38,,1.4,9.8,,19,0.38,,,,300,230,54.6,66,,,3.6,12000,0.0,28,25.0,40,12007,,,,0.305,1.778,9.73,2.992,12.73,5.0,0.85,,16.6,1450,0,1450,1450,18,0.0,0,0.0,0,0.0,0.4,,0.0,,,,0.3,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.37,1.34,,,,,,,,,,,,,,,,,,,29.86,1.07,,,,,11.4,0.41,0.3,0.01,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,7.91,0.28,19.56,0.7,0.0,0.0,,,1.6,55.62,0,345,65.0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F002708,8587,Recipe,"Chicken, liver, fried, added butter","Liver of chicken, trimmed of external fat and large vessels, fried in butter until cooked.",Gallus gallus,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18401,743,743,65.4,20.2,3.23,10.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.452,,1.9,11.06,,19,0.451,,,,322,234,64.9,115,,,4.28,10719,0.0,31,22.0,42,10726,,,,0.254,1.903,9.31,3.5700000000000003,12.89,5.94,0.74,,15.8,1464,0,1464,1464,17,0.0,0,0.0,0,0.02,0.5,,0.0,,,,0.3,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,,,,,,,,,,,,,,,,,,,,2.27,,,,,,0.54,,0.04,,,,,,,,,,,,,,,,,,,,0.96,,,,,,4.8,,,,0.0,,,,0.92,,5.7620000000000005,,,,365.66,0,420,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F005021,8588,Analysed,"Lamb, liver, grilled, no added fat","Liver tissue from a lamb, grilled with no added fat.",,"Proximates, vitamins (B1, B2, B3, C) and cholesterol were derived from 10 samples of liver purchased in Sydney in 1987. Moisture, vitamins (alpha-carotene, beta-carotene, alpha-tocopherol, cryptoxanthin, folate, pantothenate, retinol) and minerals (Ca, Cu, Fe, I, K, Mg, Na, P, Zn) were derived from 8 samples of raw lamb liver purchased in Melbourne in 2005. Proximates from the 1987 analyses were adjusted based on 2005 moisture value. Minerals (I, Ni, Cr, Mo) were derived from 10 samples of grilled lamb liver purchased in ACT, NSW, TAS, VIC & WA in 2004. Minerals (As, Cu, Cd, Hg, Pb, Sb, Se, Sn) were derived from samples collected nationally in 1998. Vitamins (B6, B12, D) were borrowed from USDA SR28, 17200 - Lamb, variety meats and by-products, liver, cooked, braised. Proximates (alcohol, fibre, individual sugars), folic acid and caffeine were imputed zero. Note high sum of proximates - data should be used with caution.",18401,822,822,61.5,21.5,3.44,11.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.6,,,,,,,,,2.6,2.6,,,,,,,,,,,,0.0,2.1,12.7,6,1.1,,,8.1,,6.4,11.0,4.7,20,0.31,0.1,149.0,1.0,400,330,46.6,73,,0.4,5.0,31000,0.0,41,0.0,41,31007,,,,0.25,4.5,14.5,5.44,19.94,7.0,0.49,,76.5,680,0,680,680,23,0.0,0,0.0,0,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,,,0.9,0.07,,,1.4,0.12,0.0,0.0,21.3,1.76,1.8,0.15,14.5,1.2,,,,,,,,,,,,,39.9,3.29,,,0.0,0.0,0.0,0.0,5.0,0.41,0.0,0.0,31.7,2.61,0.0,0.0,,,,,36.7,3.03,,,,,7.3,0.6,6.4,0.53,,,,,,,,,0.0,0.0,0.0,0.0,,,,,2.5,206.15,1.5,123.69,,,0.0,0.0,2.5,206.15,,,2.5,206.15,,,22.7,1.87,6.5,535.98,,,5.0,412.29,0,585,93.0,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F000224,9009,Analysed,"Bacon, middle rasher, separable lean, fried, no added fat","Cured, smoked and cooked pork middle rasher containing salt, sugar, mineral salts, antioxidant, nitrite and water. All internal and external fat of the rasher removed. Cooked by frying with no added fat.",,"The majority of nutrient data were derived from a composite of 8 samples of the lean portion of middle rasher bacon (3x Primo, 2x KRC, 1x Coles, 1x Hans and 1x Woolworths) purchased in ACT, QLD, VIC, SA and WA in 2014. Proximates (fibre, starch), alpha-carotene and beta-carotene were derived from a composite of 6 samples of lean portions of fried bacon (1x Castle Bacon Co., 1x Dandy Meats, 1x Chapmans and 3x unknown) purchased in Adelaide in 1988. Vitamin D was based on pooled results for lean bacon analysed in 2014. Alcohol, vitamin C, folic acid and caffeine were imputed zero.",18601,858,858,52.2,31.2,4.99,8.5,7.3,0.0,0.0,0.0,0.0,0.8,0.0,0.0,,,0.8,0.8,0.8,0.0,,,,,,,,,,,,0.8,0.8,,,,,,,,,,,0.0,,0.0,0.0,10,2.2,,,0.057,,5.1,0.73,0.0,29,0.013000000000000001,,1.6,,490,440,16.0,2200,,,2.6,0,0.0,0,,0,0,,,,0.66,0.09,10.0,6.1030000000000015,16.11,0.42,0.08,,0.4,1,0,1,1,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.2,0.09,0.0,0.0,24.7,1.91,0.3,0.02,14.0,1.08,,,0.2,0.02,,,0.0,0.0,,,0.2,0.02,40.6,3.14,,,0.0,0.0,,,2.7,0.21,0.0,0.0,44.2,3.42,0.8,0.06,0.0,0.0,0.0,0.0,47.7,3.69,,,,,8.8,0.68,0.5,0.04,,,0.0,0.0,,,,,0.4,30.94,0.1,7.74,0.2,15.47,,,0.8,61.88,0.0,0.0,0.0,0.0,0.2,15.47,0.2,15.47,,,0.0,0.0,,,11.2,0.87,0.2,15.47,,,0.7,54.14,0,89,72.0,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2,2.5
F000228,9010,Analysed,"Bacon, middle rasher, untrimmed, raw","Cured, smoked and cooked pork middle rasher containing salt, sugar, mineral salts, antioxidant, nitrite and water. All internal and external fat of the rasher maintained.",,"The majority of nutrient data were derived from a composite of 6 samples of raw bacon (1x Castle Bacon Co., 1x Dandy Meats, 1x Chapmans, 3x unknown) purchased in Adelaide in 1988. Minerals were also derived from a composite of 3 samples of raw bacon (1x Coles, 1x Primo and 1x Hans) purchased in 2010. Folate and alpha-tocopherol were imputed from other cuts of bacon. B6 and B12 were imputed from leg ham. Alcohol, vitamin D, folic acid and caffeine were imputed zero.",18601,1310,1310,51.1,15.4,2.47,28.2,3.8,0.0,0.0,0.1,0.1,0.0,0.0,0.0,,,0.3,0.3,0.3,0.0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,0.0,0.0,5,0.0,,,0.061,,0.0,0.43,,15,0.008,0.0,0.0,,257,277,15.0,1274,,0.0,0.79,8,0.0,0,0.0,0,8,,,,0.525,0.109,3.91,3.4850000000000003,7.3900000000000015,,0.08,,0.6,2,0,2,2,0,0.0,0,0.0,0,0.0,0.3,,,,,,,,0.27,,,,,,,0.1,0.02,,,0.0,0.0,,,1.6,0.44,0.1,0.04,25.2,6.78,0.7,0.19,12.6,3.39,,,0.2,0.05,,,0.0,0.0,,,0.2,0.05,40.74,10.95,,,0.0,0.0,,,3.4,0.9,,,46.3,12.46,0.9,0.25,0.0,0.0,,,50.65,13.62,,,,,7.5,2.02,0.6,0.16,,,,,,,,,,,0.1,17.21,,,,,0.3,88.2,0.0,0.0,,,,,0.2,53.78,,,0.0,0.0,,,8.72,2.34,0.2,53.78,,,0.7,188.23,0,60,83.0,205,381.0,940.0,414.0,1021.0,642.0,1584.0,74.0,183.0,971.0,2395.0,308.0,760.0,246.0,607.0,315.0,777.0,519.0,1280.0,548.0,1352.0,125.0,308.0,256.0,632.0,268.0,661.0,299.0,738.0,320.0,789.0,240.0,592.0,341.0,841.0,3.0,2,2.5
F000227,9011,Recipe,"Bacon, middle rasher, untrimmed, fried, no added fat","Cured, smoked and cooked pork middle rasher containing salt, sugar, mineral salts, antioxidant, nitrite and water.  All internal and external fat of the rasher maintained. Fried with no added fat.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18601,1747,1747,34.8,20.6,3.29,37.6,5.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,,,0.3,0.4,0.4,0.0,,,,,,,,,,,,0.3,0.3,,,,,,,,,,,,,0.0,0.0,5,0.0,,,0.081,,0.0,0.46,,19,0.011000000000000001,0.0,0.0,,309,314,20.0,1528,,0.0,1.05,7,0.0,0,0.0,0,7,,,,0.315,0.138,4.69,4.641,9.33,,0.08,,0.7,2,0,2,2,0,0.0,0,0.0,0,0.0,0.3,,,,,,,,0.29,,,,,,,,0.02,,,,0.0,,,,0.59,,0.05,,9.04,,0.25,,4.52,,,,0.07,,,,0.0,,,,0.07,,14.6,,,,0.0,,,,1.21,,,,16.62,,0.34,,0.0,,,,18.16,,,,,,2.7,,0.22,,,,,,,,,,,,22.95,,,,,,117.6,,0.0,,,,,,71.71,,,,0.0,,,,3.12,,71.707,,,,250.97,0,79,,273,,1253.0,,1362.0,,2112.0,,243.0,,3194.0,,1013.0,,809.0,,1036.0,,1707.0,,1803.0,,411.0,,842.0,,882.0,,984.0,,1053.0,,789.0,,1122.0,3.0,2,2.5
